,Unnamed: 0,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
380,380,Hoofdstuk5,Paragraaf3,Artikel5.6,Lid1,,,"Onze Minister van Financin kan in overeenstemming met Onze Minister die het aangaat aan een rechtspersoon als bedoeld in , een lening of een rekening-courantkrediet ten laste van de begroting van Nationale Schuld verstrekken.artikel 5.4",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=5&paragraaf=3&artikel=5.6&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP')], ['VP', ('kan', 'MD')], ['PP', ('in', 'IN')], ['NP', ('overeenstemming', 'NN')], ['PP', ('met', 'IN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['PP', ('aan', 'IN')], ['NP', ('een', 'DT'), ('rechtspersoon', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('een', 'DT'), ('lening', 'NN')], ['NP', ('een', 'DT'), ('rekening-courantkrediet', 'NN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Nationale', 'NNP'), ('Schuld', 'NNP'), ('verstrekken.artikel', 'NNP')]]","{'aangaan': 'aangaat', 'bedoelen': 'bedoeld'}"
381,381,Hoofdstuk5,Paragraaf3,Artikel5.6,Lid2,,,", is van overeenkomstige toepassing.Artikel 5.5, tweede tot en met vijfde lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=5&paragraaf=3&artikel=5.6&lid=2&z=2020-01-01&g=2020-01-01,"[['VP', ('is', 'MD')], ['PP', ('van', 'IN')], ['NP', ('overeenkomstige', 'JJ'), ('toepassing.Artikel', 'NNP')], ['PP', ('tot', 'IN')], ['PP', ('met', 'IN')], ['NP', ('vijfde', 'CD'), ('lid', 'NN')]]",{}
382,382,Hoofdstuk5,Paragraaf4,Artikel5.7,Lid1,,,"Een rechtspersoon met een wettelijke taak als bedoeld in , is gehouden om zijn liquide middelen uit te zetten in de vorm van producten die voldoen aan door Onze Minister van Financin te stellen eisen.artikel 5.2, tweede lid, aanhef en onder d en e",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=5&paragraaf=4&artikel=5.7&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('rechtspersoon', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('wettelijke', 'JJ'), ('taak', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['VP', ('is', 'MD'), ('gehouden', 'VBN')], ['NP', ('zijn', 'PRP$')], ['VP', ('liquide', 'VBD')], ['NP', ('middelen', 'NNS')], ['VP', ('te', 'TO'), ('zetten', 'VB')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('vorm', 'NN')], ['PP', ('van', 'IN')], ['NP', ('producten', 'NNS'), ('die', 'PRP')], ['VP', ('voldoen', 'VB'), ('aan', 'RP')], ['PP', ('door', 'IN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP')], ['VP', ('te', 'TO'), ('stellen', 'VB')], ['NP', ('eisen.artikel', 'NNP')], ['NP', ('tweede', 'CD'), ('lid', 'NN')], ['NP', ('aanhef', 'NN')], ['PP', ('onder', 'IN')], ['ADJP', ('e', 'JJ')]]","{'bedoelen': 'bedoeld', 'houden': 'gehouden', 'liquien': 'liquide', 'zetten': 'zetten', 'voldoen': 'voldoen', 'stellen': 'stellen'}"
383,383,Hoofdstuk5,Paragraaf4,Artikel5.7,Lid2,,,"Het eerste lid is niet van toepassing op de private, liquide middelen van een rechtspersoon met een wettelijke taak, indien die liquide middelen op een adequate wijze separaat in de jaarrekening van de rechtspersoon worden verantwoord.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=5&paragraaf=4&artikel=5.7&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('Het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('niet', 'RB')], ['PP', ('van', 'IN')], ['NP', ('toepassing', 'NN')], ['PP', ('op', 'IN')], ['VP', ('liquide', 'VBD')], ['NP', ('middelen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('rechtspersoon', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('wettelijke', 'JJ'), ('taak', 'NN')], ['NP', ('die', 'PRP')], ['VP', ('liquide', 'VBD')], ['NP', ('middelen', 'NNS')], ['PP', ('op', 'IN')], ['NP', ('een', 'DT'), ('adequate', 'JJ'), ('wijze', 'NN'), ('separaat', 'NN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('jaarrekening', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('rechtspersoon', 'NN')], ['VP', ('worden', 'MD'), ('verantwoord', 'VBN')]]","{'liquien': 'liquide', 'verantwoorden': 'verantwoord'}"
384,384,Hoofdstuk5,Paragraaf4,Artikel5.7,Lid3,,,Dit artikel is niet van toepassing op de rechtspersonen met een wettelijke taak waarvoor door Onze Minister die het aangaat regels over het uitzetten van liquide middelen zijn gesteld.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=5&paragraaf=4&artikel=5.7&lid=3&z=2020-01-01&g=2020-01-01,"[['NP', ('Dit', 'PRP'), ('artikel', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('niet', 'RB')], ['PP', ('van', 'IN')], ['NP', ('toepassing', 'NN')], ['PP', ('op', 'IN')], ['NP', ('de', 'DT'), ('rechtspersonen', 'NNS')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('wettelijke', 'JJ'), ('taak', 'NN')], ['ADVP', ('waarvoor', 'RB')], ['PP', ('door', 'IN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('regels', 'NNS')], ['PP', ('over', 'IN')], ['NP', ('het', 'DT'), ('uitzetten', 'NN')], ['PP', ('van', 'IN')], ['NP', ('liquide', 'JJ'), ('middelen', 'NNS'), ('zijn', 'PRP')], ['VP', ('gesteld', 'VBN')]]","{'aangaan': 'aangaat', 'stellen': 'gesteld'}"
385,385,Hoofdstuk5,Paragraaf4,Artikel5.8,Lid1,,,"Het aantrekken van financile middelen door de rechtspersonen, bedoeld in de ,  en , met als doel door het uitzetten ervan additionele financile middelen te verwerven, is verboden.artikelen 5.2, eerste en derde lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=5&paragraaf=4&artikel=5.8&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('Het', 'PRP')], ['VP', ('aantrekken', 'MD')], ['PP', ('van', 'IN')], ['NP', ('financile', 'JJ'), ('middelen', 'NNS')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('rechtspersonen', 'NNS')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('als', 'PRP'), ('doel', 'NN')], ['PP', ('door', 'IN')], ['NP', ('het', 'DT'), ('uitzetten', 'NN')], ['NP', ('ervan', 'RB'), ('additionele', 'JJ'), ('financile', 'JJ'), ('middelen', 'NNS')], ['VP', ('te', 'TO'), ('verwerven', 'VB')], ['VP', ('is', 'MD')], ['ADVP', ('verboden.artikelen', 'RB')], ['NP', ('eerste', 'CD'), ('en', 'CC'), ('derde', 'CD'), ('lid', 'NN')]]","{'bedoelen': 'bedoeld', 'verwerven': 'verwerven'}"
386,386,Hoofdstuk5,Paragraaf4,Artikel5.8,Lid2,,,"Het eerste lid is niet van toepassing op de private, liquide middelen van een rechtspersoon, indien die liquide middelen op een adequate wijze separaat in de jaarrekening van de rechtspersoon worden verantwoord.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=5&paragraaf=4&artikel=5.8&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('Het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('niet', 'RB')], ['PP', ('van', 'IN')], ['NP', ('toepassing', 'NN')], ['PP', ('op', 'IN')], ['VP', ('liquide', 'VBD')], ['NP', ('middelen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('rechtspersoon', 'NN')], ['NP', ('die', 'PRP')], ['VP', ('liquide', 'VBD')], ['NP', ('middelen', 'NNS')], ['PP', ('op', 'IN')], ['NP', ('een', 'DT'), ('adequate', 'JJ'), ('wijze', 'NN'), ('separaat', 'NN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('jaarrekening', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('rechtspersoon', 'NN')], ['VP', ('worden', 'MD'), ('verantwoord', 'VBN')]]","{'liquien': 'liquide', 'verantwoorden': 'verantwoord'}"
387,387,Hoofdstuk5,Paragraaf5,Artikel5.9,,,,Onze Minister van Financin kan nadere regels stellen over het bepaalde in de .artikelen 5.1 tot en met 5.8,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=5&paragraaf=5&artikel=5.9&z=2020-01-01&g=2020-01-01,"[['NP', ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP')], ['VP', ('kan', 'MD')], ['NP', ('nadere', 'JJR'), ('regels', 'NNS')], ['VP', ('stellen', 'VB')], ['PP', ('over', 'IN')], ['NP', ('het', 'DT'), ('bepaalde', 'PRP')], ['PP', ('in', 'IN')], ['NP', ('artikelen', 'NNS')], ['PP', ('tot', 'IN')]]",{'stellen': 'stellen'}
388,388,Hoofdstuk6,Paragraaf1,Artikel6.1,,,,"Onverminderd het elders bij wet of EU-verordening bepaalde, houdt Onze Minister die het aangaat, toezicht op:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.1&z=2020-01-01&g=2020-01-01,"[['NP', ('Onverminderd', 'NNP')], ['ADVP', ('elders', 'RB')], ['PP', ('bij', 'IN')], ['NP', ('wet', 'NN'), ('of', 'CC'), ('EU-verordening', 'NN'), ('bepaalde', 'PRP')], ['VP', ('houdt', 'VBZ')], ['NP', ('Onze', 'PRP'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('toezicht', 'NN')]]","{'houden': 'houdt', 'aangaan': 'aangaat'}"
389,389,Hoofdstuk6,Paragraaf1,Artikel6.1,Onderdeela,,,"rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma en natuurlijke personen die een beroep of bedrijf uitoefenen die direct, indirect of voorwaardelijk:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.1&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN'), ('en', 'CC'), ('natuurlijke', 'JJ'), ('personen', 'NNS'), ('die', 'PRP')], ['NP', ('een', 'DT'), ('beroep', 'NN')], ['NP', ('bedrijf', 'NN')], ['VP', ('uitoefenen', 'VB')], ['NP', ('die', 'PRP')], ['ADJP', ('direct', 'JJ')], ['NP', ('indirect', 'NN')], ['ADJP', ('voorwaardelijk', 'JJ')]]",{'uitoefenen': 'uitoefenen'}
390,390,Hoofdstuk6,Paragraaf1,Artikel6.1,Onderdeela,Onderdeel1,,"een subsidie, lening, garantie of een bijdrage in natura met kenmerken van een subsidie, lening of garantie ten laste van de rijksbegroting hebben ontvangen;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.1&o=a&o=1&z=2020-01-01&g=2020-01-01,"[['NP', ('een', 'DT'), ('subsidie', 'NN')], ['NP', ('lening', 'NN')], ['NP', ('garantie', 'NN'), ('of', 'CC'), ('een', 'DT'), ('bijdrage', 'NN')], ['PP', ('in', 'IN')], ['NP', ('natura', 'NN')], ['PP', ('met', 'IN')], ['VP', ('kenmerken', 'VB')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('subsidie', 'NN')], ['NP', ('lening', 'NN'), ('of', 'CC'), ('garantie', 'NN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('rijksbegroting', 'NN')], ['VP', ('hebben', 'MD'), ('ontvangen', 'VBN')]]","{'kenmerken': 'kenmerken', 'ontvangen': 'ontvangen'}"
391,391,Hoofdstuk6,Paragraaf1,Artikel6.1,Onderdeela,Onderdeel2,,"een fiscale tegemoetkoming inzake speur- en ontwikkelingswerk, een energie-investering, een milieu-investering of een investering in huurwoningen hebben ontvangen ten behoeve waarvan door Onze Minister die het aangaat een verklaring is afgegeven of een aanwijzing bij ministerile regeling heeft plaatsgevonden;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.1&o=a&o=2&z=2020-01-01&g=2020-01-01,"[['NP', ('een', 'DT'), ('fiscale', 'JJ'), ('tegemoetkoming', 'NN')], ['PP', ('inzake', 'IN')], ['NP', ('speur', 'NN')], ['NP', ('ontwikkelingswerk', 'NN')], ['NP', ('een', 'DT'), ('energie-investering', 'NN')], ['NP', ('een', 'DT'), ('milieu-investering', 'NN')], ['NP', ('een', 'DT'), ('investering', 'NN')], ['PP', ('in', 'IN')], ['NP', ('huurwoningen', 'NNS')], ['VP', ('hebben', 'MD'), ('ontvangen', 'VBN')], ['PP', ('ten', 'IN')], ['NP', ('behoeve', 'NN')], ['ADVP', ('waarvan', 'RB')], ['PP', ('door', 'IN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('een', 'DT'), ('verklaring', 'NN')], ['VP', ('is', 'MD'), ('afgegeven', 'VBN')], ['NP', ('een', 'DT'), ('aanwijzing', 'NN')], ['PP', ('bij', 'IN')], ['NP', ('ministerile', 'JJ'), ('regeling', 'NN')], ['VP', ('heeft', 'MD'), ('plaatsgevonden', 'VBN')]]","{'ontvangen': 'ontvangen', 'aangaan': 'aangaat', 'afgeven': 'afgegeven', 'plaatsvinden': 'plaatsgevonden'}"
392,392,Hoofdstuk6,Paragraaf1,Artikel6.1,Onderdeelb,,,"rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma en natuurlijke personen die een beroep of bedrijf uitoefenen en die direct, indirect of voorwaardelijk een subsidie, lening of garantie ten laste van de EU-begroting hebben ontvangen, voor zover aan de lidstaat van de Europese Unie het toezicht op en de controle van die subsidie, lening of garantie en het beheer daarvan is opgelegd;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.1&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN'), ('en', 'CC'), ('natuurlijke', 'JJ'), ('personen', 'NNS'), ('die', 'PRP')], ['NP', ('een', 'DT'), ('beroep', 'NN')], ['NP', ('bedrijf', 'NN')], ['VP', ('uitoefenen', 'VB')], ['NP', ('die', 'PRP')], ['ADJP', ('direct', 'JJ')], ['NP', ('indirect', 'NN')], ['ADJP', ('voorwaardelijk', 'JJ')], ['NP', ('een', 'DT'), ('subsidie', 'NN')], ['NP', ('lening', 'NN'), ('of', 'CC'), ('garantie', 'NN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('EU-begroting', 'NN')], ['VP', ('hebben', 'MD'), ('ontvangen', 'VBN')], ['PP', ('voor', 'IN')], ['ADVP', ('zover', 'RB')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('lidstaat', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP')], ['NP', ('het', 'DT'), ('toezicht', 'NN')], ['PP', ('op', 'IN')], ['NP', ('de', 'DT'), ('controle', 'NN')], ['PP', ('van', 'IN')], ['NP', ('die', 'PRP'), ('subsidie', 'NN')], ['NP', ('lening', 'NN'), ('of', 'CC'), ('garantie', 'NN')], ['NP', ('het', 'PRP'), ('beheer', 'NN')], ['VP', ('daarvan', 'RB'), ('is', 'MD'), ('opgelegd', 'VBN')]]","{'uitoefenen': 'uitoefenen', 'ontvangen': 'ontvangen', 'opleggen': 'opgelegd'}"
393,393,Hoofdstuk6,Paragraaf1,Artikel6.1,Onderdeelc,,,rechtspersonen met een wettelijke taak.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.1&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('rechtspersonen', 'NNS')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('wettelijke', 'JJ'), ('taak', 'NN')]]",{}
394,394,Hoofdstuk6,Paragraaf1,Artikel6.2,,,,"Het toezicht, bedoeld in , is gericht op:artikel 6.1",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.2&z=2020-01-01&g=2020-01-01,"[['NP', ('Het', 'DT'), ('toezicht', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['VP', ('is', 'MD'), ('gericht', 'VBN')], ['NP', ('op:artikel', 'NN')]]","{'bedoelen': 'bedoeld', 'richten': 'gericht'}"
395,395,Hoofdstuk6,Paragraaf1,Artikel6.2,Onderdeela,,,"de naleving van de voorwaarden die aan het beheer en de verantwoording van de subsidie, lening, garantie, bijdrage in natura of de fiscale tegemoetkoming worden gesteld door de rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma en natuurlijke personen, bedoeld in ;artikel 6.1, onder a",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.2&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('naleving', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('voorwaarden', 'NNS'), ('die', 'PRP')], ['PP', ('aan', 'IN')], ['NP', ('het', 'DT'), ('beheer', 'NN')], ['NP', ('de', 'DT'), ('verantwoording', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('subsidie', 'NN')], ['NP', ('lening', 'NN')], ['NP', ('garantie', 'NN')], ['NP', ('bijdrage', 'NN')], ['PP', ('in', 'IN')], ['NP', ('natura', 'NN'), ('of', 'CC'), ('de', 'DT'), ('fiscale', 'JJ'), ('tegemoetkoming', 'NN')], ['VP', ('worden', 'MD'), ('gesteld', 'VBN')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN'), ('en', 'CC'), ('natuurlijke', 'JJ'), ('personen', 'NNS')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')]]","{'stellen': 'gesteld', 'bedoelen': 'bedoeld'}"
396,396,Hoofdstuk6,Paragraaf1,Artikel6.2,Onderdeelb,,,"de nakoming van de verplichting die aan de lidstaat van de Europese Unie is opgelegd door de rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma en natuurlijke personen, bedoeld in ;artikel 6.1, onder b",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.2&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('nakoming', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('verplichting', 'NN'), ('die', 'PRP')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('lidstaat', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP')], ['VP', ('is', 'MD'), ('opgelegd', 'VBN')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN'), ('en', 'CC'), ('natuurlijke', 'JJ'), ('personen', 'NNS')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')], ['NP', ('b', 'NN')]]","{'opleggen': 'opgelegd', 'bedoelen': 'bedoeld'}"
397,397,Hoofdstuk6,Paragraaf1,Artikel6.2,Onderdeelc,,,de doelmatige en doeltreffende uitvoering van de wettelijke taak en de naleving van de voorwaarden die bij of krachtens de wet aan het beheer van de publieke financile middelen worden gesteld door rechtspersonen met een wettelijke taak.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.2&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('doelmatige', 'JJ'), ('en', 'CC'), ('doeltreffende', 'JJ'), ('uitvoering', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('wettelijke', 'JJ'), ('taak', 'NN')], ['NP', ('de', 'DT'), ('naleving', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('voorwaarden', 'NNS'), ('die', 'PRP')], ['PP', ('bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('het', 'DT'), ('beheer', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('publieke', 'JJ'), ('financile', 'JJ'), ('middelen', 'NNS')], ['VP', ('worden', 'MD'), ('gesteld', 'VBN')], ['PP', ('door', 'IN')], ['NP', ('rechtspersonen', 'NNS')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('wettelijke', 'JJ'), ('taak', 'NN')]]",{'stellen': 'gesteld'}
398,398,Hoofdstuk6,Paragraaf1,Artikel6.3,Lid1,,,"De rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma en natuurlijke personen, bedoeld in , zijn gehouden op verzoek van Onze Minister die het aangaat, de volgende informatie te verstrekken:artikel 6.1, onderdeel a tot en met c",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.3&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN'), ('en', 'CC'), ('natuurlijke', 'JJ'), ('personen', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('zijn', 'PRP')], ['VP', ('gehouden', 'VBN')], ['PP', ('op', 'IN')], ['NP', ('verzoek', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('de', 'DT'), ('volgende', 'JJ'), ('informatie', 'NN')], ['PP', ('te', 'IN')], ['NP', ('verstrekken:artikel', 'NN')], ['NP', ('onderdeel', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('c', 'NN')]]","{'bedoelen': 'bedoeld', 'houden': 'gehouden', 'aangaan': 'aangaat'}"
399,399,Hoofdstuk6,Paragraaf1,Artikel6.3,Lid1,Onderdeela,,"de jaarrekeningen, jaarverslagen en de aan de jaarrekeningen en jaarverslagen toegevoegde overige gegevens;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.3&lid=1&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('jaarrekeningen', 'NNS')], ['NP', ('jaarverslagen', 'NNS')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('jaarrekeningen', 'NNS')], ['NP', ('jaarverslagen', 'NNS')], ['VP', ('toegevoegde', 'VBN')], ['NP', ('overige', 'JJ'), ('gegevens', 'NNS')]]",{'toegevoegen': 'toegevoegde'}
400,400,Hoofdstuk6,Paragraaf1,Artikel6.3,Lid1,Onderdeelb,,"de verantwoordingen, gegevens en documenten die nodig zijn voor de definitieve vaststelling van de subsidie, lening, garantie of bijdrage in natura met kenmerken van een subsidie, lening of garantie;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.3&lid=1&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('verantwoordingen', 'NNS')], ['NP', ('gegevens', 'NNS'), ('en', 'CC'), ('documenten', 'NNS'), ('die', 'PRP')], ['NP', ('nodig', 'JJ'), ('zijn', 'PRP')], ['PP', ('voor', 'IN')], ['NP', ('de', 'DT'), ('definitieve', 'JJ'), ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('subsidie', 'NN')], ['NP', ('lening', 'NN')], ['NP', ('garantie', 'NN'), ('of', 'CC'), ('bijdrage', 'NN')], ['PP', ('in', 'IN')], ['NP', ('natura', 'NN')], ['PP', ('met', 'IN')], ['VP', ('kenmerken', 'VB')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('subsidie', 'NN')], ['NP', ('lening', 'NN'), ('of', 'CC'), ('garantie', 'NN')]]",{'kenmerken': 'kenmerken'}
401,401,Hoofdstuk6,Paragraaf1,Artikel6.3,Lid1,Onderdeelc,,"de verslagen van de onderzoeken van de accountants die de bescheiden, bedoeld onder a en b, hebben gecontroleerd;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.3&lid=1&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('verslagen', 'NNS')], ['PP', ('van', 'IN')], ['VP', ('onderzoeken', 'VB')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('accountants', 'NNS'), ('die', 'PRP')], ['ADJP', ('bescheiden', 'JJ')], ['VP', ('bedoeld', 'VBN'), ('onder', 'RP')], ['PP', ('a', 'IN')], ['ADJP', ('b', 'JJ')], ['VP', ('hebben', 'MD'), ('gecontroleerd', 'VBN')]]","{'onderzoeken': 'onderzoeken', 'bedoelen': 'bedoeld', 'controleren': 'gecontroleerd'}"
402,402,Hoofdstuk6,Paragraaf1,Artikel6.3,Lid1,Onderdeeld,,nadere informatie die Onze Minister die het aangaat nodig acht.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=6&paragraaf=1&artikel=6.3&lid=1&o=d&z=2020-01-01&g=2020-01-01,"[['NP', ('nadere', 'JJR'), ('informatie', 'NN'), ('die', 'PRP'), ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('nodig', 'NN')]]",{'aangaan': 'aangaat'}
